0,4.1599237,"[(-155.742, 7), (-140.901, 7), (-138.28, 2), (-137.523, 2), (-137.293, 1), (-105.08500000000001, 1)]","[(-155.742, 20)]"
0,14.339355,"[(-190.387, 4), (-186.44700000000003, 1), (-186.381, 5), (-184.18799999999996, 1), (-184.11599999999996, 1), (-183.78899999999996, 3), (-180.74399999999997, 1), (-180.02099999999996, 1), (-179.243, 1), (-176.146, 1), (-170.33800000000005, 1)]","[(-190.387, 20)]"
0,6.9897666,"[(-4980.622000000005, 1), (-4943.710999999995, 1), (-4930.207999999993, 1), (-4918.943999999993, 1), (-4876.519999999995, 1), (-4843.913999999994, 1), (-4841.176999999996, 1), (-4837.906999999995, 1), (-4826.56799999999, 1), (-4824.050000000001, 1), (-4821.725999999991, 1), (-4796.074999999993, 1), (-4783.403999999989, 1), (-4770.014999999996, 1), (-4768.533999999993, 1), (-4752.260000000003, 1), (-4743.822999999995, 1), (-4710.357999999993, 1), (-4709.6439999999975, 1), (-4704.8319999999985, 1), (-4695.841999999997, 1), (-4687.313000000001, 1), (-4675.254999999998, 1), (-4673.796999999993, 1), (-4667.871000000005, 1), (-4667.586999999996, 1), (-4662.219999999997, 1), (-4648.0390000000025, 1), (-4648.022999999997, 1), (-4639.678999999996, 1), (-4631.156999999996, 1), (-4616.867999999996, 1), (-4615.869999999993, 1), (-4607.750999999997, 1), (-4607.322, 1), (-4605.933999999993, 1), (-4593.686999999998, 1), (-4593.625999999992, 1), (-4590.534999999999, 1), (-4579.5259999999935, 1), (-4574.41599999999, 1), (-4572.036, 1), (-4565.946999999998, 1), (-4565.660999999996, 1), (-4564.504999999991, 1), (-4563.456999999991, 1), (-4554.199999999995, 1), (-4552.073000000001, 1), (-4547.870999999997, 1), (-4546.486999999996, 1), (-4527.669999999999, 1), (-4527.469999999992, 1), (-4525.191999999996, 1), (-4518.694000000001, 1), (-4518.651999999996, 1), (-4517.797999999997, 1), (-4489.315999999997, 1), (-4483.081000000004, 1), (-4474.201999999995, 1), (-4471.840999999991, 1), (-4465.597999999997, 1), (-4460.246000000001, 1), (-4447.117, 1), (-4439.365000000003, 1), (-4438.346999999994, 1), (-4432.609999999996, 1), (-4428.2139999999945, 1), (-4422.271999999995, 1), (-4417.818999999995, 1), (-4413.539999999993, 1), (-4407.481999999999, 1), (-4404.029999999986, 1), (-4400.436999999999, 1), (-4395.110999999996, 1), (-4386.043, 1), (-4361.591999999999, 1), (-4358.356999999996, 1), (-4354.439999999992, 1), (-4347.770999999995, 1), (-4344.129999999997, 1), (-4341.484999999994, 1), (-4316.684999999998, 1), (-4315.747999999998, 1), (-4293.011000000001, 1), (-4275.8839999999955, 1), (-4265.869000000006, 1), (-4262.364999999997, 1), (-4232.617999999999, 1), (-4211.192999999998, 1), (-4209.176000000001, 1), (-4198.380999999994, 1), (-4188.4540000000015, 1), (-4178.5300000000025, 1), (-4103.757, 1), (-4093.513999999996, 1), (-4091.956000000002, 1), (-4077.4440000000027, 1), (-4072.7859999999937, 1), (-4045.008999999996, 1), (-3854.3270000000016, 1)]","[(-5591.379000000013, 19), (-5583.555000000007, 1)]"
0,5.3386311,"[(-5546.806000000009, 1), (-5506.584000000013, 1), (-5487.186000000006, 1), (-5471.3170000000155, 1), (-5469.62600000001, 1), (-5396.55000000001, 1), (-5353.805000000015, 1), (-5353.682000000006, 1), (-5337.849000000013, 1), (-5333.382999999999, 1), (-5327.560000000009, 1), (-5305.4570000000085, 1), (-5285.610000000005, 1), (-5271.098000000001, 1), (-5260.237000000005, 1), (-5259.02800000001, 1), (-5248.1780000000135, 1), (-5243.289000000006, 1), (-5237.092000000012, 1), (-5235.22300000001, 1), (-5228.916000000015, 1), (-5227.5380000000105, 1), (-5219.268000000007, 1), (-5215.803000000007, 1), (-5206.328000000021, 1), (-5193.774000000009, 1), (-5184.09500000001, 1), (-5177.842000000006, 1), (-5173.690000000015, 1), (-5162.828000000018, 1), (-5144.722000000007, 1), (-5140.319000000009, 1), (-5138.54800000001, 1), (-5123.673000000011, 1), (-5117.177000000015, 1), (-5117.101000000007, 1), (-5116.158000000015, 1), (-5111.281999999998, 1), (-5111.136000000013, 1), (-5106.901000000011, 1), (-5082.1750000000075, 1), (-5064.195000000011, 1), (-5062.29, 1), (-5059.627000000016, 1), (-5056.741000000003, 1), (-5053.391000000008, 1), (-5051.842000000005, 1), (-5042.421000000008, 1), (-5041.352000000013, 1), (-5040.863000000011, 1), (-5031.581999999993, 1), (-5028.07900000001, 1), (-5020.587000000001, 1), (-5010.316000000004, 1), (-4995.60700000001, 1), (-4991.294000000018, 1), (-4983.374000000002, 1), (-4963.676000000012, 1), (-4948.8220000000165, 1), (-4920.3520000000035, 1), (-4912.338999999999, 1), (-4910.169000000023, 1), (-4901.302000000001, 1), (-4896.1200000000035, 1), (-4891.29400000001, 1), (-4874.526000000016, 1), (-4872.5890000000145, 1), (-4869.371000000001, 1), (-4856.791000000005, 1), (-4854.240000000015, 1), (-4843.8260000000055, 1), (-4840.251000000006, 1), (-4831.685000000005, 1), (-4831.026000000006, 1), (-4823.604999999995, 1), (-4807.125000000002, 1), (-4780.503000000004, 1), (-4776.465000000014, 1), (-4756.658000000005, 1), (-4755.648000000001, 1), (-4754.384000000003, 1), (-4754.20700000001, 1), (-4740.844000000004, 1), (-4698.248999999989, 1), (-4694.779000000015, 1), (-4650.982000000002, 1), (-4619.284999999998, 1), (-4605.553000000008, 1), (-4604.930000000001, 1), (-4601.684000000006, 1), (-4582.907000000008, 1), (-4571.419000000005, 1), (-4553.5689999999995, 1), (-4544.912999999998, 1), (-4539.661, 1), (-4536.832000000004, 1), (-4525.0680000000075, 1), (-4462.040000000004, 1), (-4416.6980000000085, 1), (-4255.4569999999985, 1)]","[(-6242.964000000019, 20)]"
0,5.0337344,"[(-4838.1029999999855, 1), (-4825.242999999995, 1), (-4773.708999999991, 1), (-4771.934999999986, 1), (-4762.141999999993, 1), (-4685.723999999982, 1), (-4682.31799999998, 1), (-4674.973999999987, 1), (-4669.666999999991, 1), (-4666.069999999991, 1), (-4625.099999999988, 1), (-4595.13899999999, 1), (-4593.086999999986, 1), (-4554.591999999989, 1), (-4547.886999999993, 1), (-4537.89999999999, 1), (-4516.274999999994, 1), (-4508.149999999985, 1), (-4502.78199999999, 1), (-4491.51999999999, 1), (-4490.983999999988, 1), (-4487.975999999994, 1), (-4473.649999999988, 1), (-4451.9959999999965, 1), (-4448.9059999999945, 1), (-4448.470999999996, 1), (-4439.930999999988, 1), (-4436.628999999989, 1), (-4420.036999999983, 1), (-4418.576999999991, 1), (-4406.838999999994, 1), (-4400.175999999991, 1), (-4399.821999999991, 1), (-4394.255999999993, 1), (-4394.2029999999895, 1), (-4385.095999999997, 1), (-4379.987999999991, 1), (-4378.135999999991, 1), (-4374.640999999987, 1), (-4358.904999999988, 1), (-4348.576000000002, 1), (-4347.304999999991, 1), (-4344.301999999995, 1), (-4341.694999999996, 1), (-4335.869999999994, 1), (-4322.360999999988, 1), (-4317.016999999999, 1), (-4307.3499999999985, 1), (-4292.994999999994, 1), (-4280.232999999997, 1), (-4271.175999999993, 1), (-4262.270999999988, 1), (-4258.406999999984, 1), (-4253.817999999991, 1), (-4253.46, 1), (-4245.999999999997, 1), (-4243.8759999999975, 1), (-4220.994999999995, 1), (-4198.108999999993, 1), (-4188.172, 1), (-4182.830999999998, 1), (-4180.0049999999965, 1), (-4173.408999999994, 1), (-4171.314999999995, 1), (-4164.664, 1), (-4132.667999999998, 1), (-4130.890999999997, 1), (-4129.350999999999, 1), (-4120.241000000002, 1), (-4104.207999999994, 1), (-4080.462999999992, 1), (-4070.536999999993, 1), (-4065.851000000002, 1), (-4060.097999999992, 1), (-4053.0199999999977, 1), (-4044.808999999998, 1), (-4037.217999999997, 1), (-4036.0939999999923, 1), (-4035.0919999999956, 1), (-4025.873000000005, 1), (-4002.9089999999987, 1), (-3997.3210000000004, 1), (-3988.572999999991, 1), (-3988.1599999999926, 1), (-3987.0219999999995, 1), (-3984.3639999999987, 1), (-3977.112999999996, 1), (-3960.9649999999974, 1), (-3937.6279999999956, 1), (-3890.963000000006, 1), (-3867.036, 1), (-3863.940999999997, 1), (-3838.638999999987, 1), (-3825.0139999999974, 1), (-3814.8999999999937, 1), (-3807.919000000001, 1), (-3771.0309999999927, 1), (-3768.417000000002, 1), (-3752.5719999999947, 1), (-3653.568000000004, 1)]","[(-5544.029999999993, 20)]"
0,25.9854634,"[(-6375.92900000001, 1), (-6359.985, 1), (-6261.895000000009, 1), (-6229.5090000000055, 1), (-6151.298999999995, 1), (-6112.864000000004, 1), (-6105.183999999998, 1), (-6079.239999999986, 1), (-6033.989999999993, 1), (-6027.090000000001, 1), (-6010.251000000009, 1), (-6009.916999999996, 1), (-5968.475999999999, 1), (-5958.541000000006, 1), (-5957.884999999994, 1), (-5950.883000000004, 1), (-5941.315000000008, 1), (-5892.98799999999, 1), (-5885.327999999998, 1), (-5859.275000000014, 1), (-5836.96, 1), (-5836.057000000007, 1), (-5833.480000000006, 1), (-5809.094000000003, 1), (-5799.969000000007, 1), (-5790.873000000001, 1), (-5789.724000000006, 1), (-5776.190000000004, 1), (-5764.339999999997, 1), (-5757.450999999992, 1), (-5749.228000000008, 1), (-5746.782999999999, 1), (-5743.914000000001, 1), (-5729.142000000003, 1), (-5723.462000000001, 1), (-5717.650999999998, 1), (-5716.694000000003, 1), (-5712.348999999994, 1), (-5680.159999999989, 1), (-5678.707999999998, 1), (-5672.025999999998, 1), (-5669.444000000014, 1), (-5664.528000000001, 1), (-5660.427000000002, 1), (-5658.577000000003, 1), (-5649.154999999989, 1), (-5632.3269999999975, 1), (-5626.376999999999, 1), (-5599.910999999994, 1), (-5588.821999999996, 1), (-5581.785000000009, 1), (-5578.740999999999, 1), (-5574.8319999999985, 1), (-5573.881000000004, 1), (-5566.285999999995, 1), (-5558.726, 1), (-5557.471000000003, 1), (-5548.133000000003, 1), (-5538.240999999999, 1), (-5531.326999999995, 1), (-5529.108999999996, 1), (-5528.669000000004, 1), (-5516.969999999997, 1), (-5514.648000000008, 1), (-5513.219999999993, 1), (-5511.0410000000165, 1), (-5505.711999999999, 1), (-5504.614000000014, 1), (-5498.341000000011, 1), (-5478.376000000005, 1), (-5477.838000000004, 1), (-5466.797999999994, 1), (-5455.972000000005, 1), (-5435.354, 1), (-5422.859000000004, 1), (-5419.946999999997, 1), (-5394.17800000001, 1), (-5392.2439999999915, 1), (-5336.670000000003, 1), (-5330.5949999999875, 1), (-5330.540999999988, 1), (-5328.897999999993, 1), (-5322.2489999999925, 1), (-5318.973, 1), (-5318.036000000005, 1), (-5315.928000000009, 1), (-5286.723000000018, 1), (-5275.017, 1), (-5264.080000000003, 1), (-5250.837000000008, 1), (-5211.477999999994, 1), (-5193.290999999997, 1), (-5186.340000000001, 1), (-5151.721000000003, 1), (-5133.110999999999, 1), (-5089.780000000002, 1), (-5067.180000000004, 1), (-4989.916000000015, 1), (-4966.838999999995, 1), (-4943.835999999992, 1)]","[(-6919.329999999998, 20)]"
0,4.6110877,"[(-96.881, 8), (-95.61600000000001, 3), (-89.028, 3), (-84.679, 1), (-82.215, 2), (-77.54999999999998, 1), (-71.42999999999999, 1), (-64.222, 1)]","[(-96.881, 20)]"
0,11.8721311,"[(-4951.801000000002, 1), (-4949.47, 1), (-4893.053999999996, 1), (-4839.163000000002, 1), (-4821.480000000005, 1), (-4815.0989999999865, 1), (-4804.513, 1), (-4801.766999999999, 1), (-4794.291000000008, 1), (-4790.104, 1), (-4721.1299999999965, 1), (-4714.343999999997, 1), (-4709.551000000001, 1), (-4706.850999999997, 1), (-4705.615999999996, 1), (-4693.385000000002, 1), (-4673.233000000004, 1), (-4670.340999999996, 1), (-4670.213000000004, 1), (-4668.709999999999, 1), (-4662.411000000002, 1), (-4639.689999999993, 1), (-4633.100000000002, 1), (-4633.078999999999, 1), (-4613.201000000004, 1), (-4604.853999999992, 1), (-4604.503000000004, 1), (-4597.9279999999935, 1), (-4597.361, 1), (-4596.981999999991, 1), (-4584.805, 1), (-4580.821999999996, 1), (-4571.535999999997, 1), (-4569.946999999994, 1), (-4565.690999999997, 1), (-4539.054999999995, 1), (-4536.412999999997, 1), (-4536.330999999999, 1), (-4532.814000000005, 1), (-4513.980999999994, 1), (-4501.829999999995, 1), (-4497.545000000001, 1), (-4493.153000000001, 1), (-4469.544999999998, 1), (-4465.455000000001, 1), (-4458.791, 1), (-4455.306999999999, 1), (-4446.064999999993, 1), (-4437.847999999995, 1), (-4423.510999999998, 1), (-4419.677, 1), (-4415.914999999999, 1), (-4415.226, 1), (-4413.6799999999985, 1), (-4402.157000000002, 1), (-4396.983999999997, 1), (-4395.235000000004, 1), (-4390.758999999999, 1), (-4371.314999999993, 1), (-4367.492000000006, 1), (-4364.0669999999955, 1), (-4362.681, 1), (-4345.506999999998, 1), (-4342.404000000006, 1), (-4317.405999999998, 1), (-4314.593000000003, 1), (-4303.771999999996, 1), (-4302.318000000001, 1), (-4296.656000000003, 1), (-4291.654999999998, 1), (-4288.309999999999, 1), (-4280.226999999999, 1), (-4270.991999999998, 1), (-4268.480000000005, 1), (-4260.351000000006, 1), (-4257.101, 1), (-4237.325, 1), (-4237.260999999996, 1), (-4233.475000000002, 1), (-4225.606, 1), (-4223.033000000005, 1), (-4200.667999999996, 1), (-4187.413000000008, 1), (-4166.998000000011, 1), (-4146.304999999999, 1), (-4146.114999999998, 1), (-4140.328000000001, 1), (-4112.078000000002, 1), (-4089.6190000000083, 1), (-4078.4720000000048, 1), (-4070.9370000000017, 1), (-4067.198000000003, 1), (-4059.293000000001, 1), (-4008.1480000000024, 1), (-4006.9450000000024, 1), (-3988.1979999999894, 1), (-3966.3049999999957, 1), (-3908.6159999999963, 1), (-3851.9680000000035, 1), (-3721.152000000003, 1)]","[(-5591.379000000013, 20)]"
0,4.5250098,"[(-5609.144000000015, 1), (-5531.14800000001, 1), (-5397.239000000016, 1), (-5378.878000000006, 1), (-5350.51100000001, 1), (-5349.01800000001, 1), (-5330.185000000017, 1), (-5326.612000000012, 1), (-5248.162000000006, 1), (-5239.57600000002, 1), (-5226.999000000002, 1), (-5219.360000000013, 1), (-5201.640000000015, 1), (-5188.482000000012, 1), (-5154.534000000007, 1), (-5133.2880000000105, 1), (-5124.862000000001, 1), (-5114.865000000007, 1), (-5092.865000000009, 1), (-5066.339000000005, 1), (-5048.043000000011, 1), (-5046.478000000009, 1), (-5030.717000000007, 1), (-5012.953000000017, 1), (-4999.791000000001, 1), (-4998.548000000023, 1), (-4991.65200000001, 1), (-4988.756000000009, 1), (-4986.049000000006, 1), (-4984.6030000000055, 1), (-4973.9460000000145, 1), (-4972.949000000006, 1), (-4972.922000000005, 1), (-4966.646000000015, 1), (-4957.438000000014, 1), (-4955.690999999996, 1), (-4955.284000000009, 1), (-4953.685000000008, 1), (-4952.039000000008, 1), (-4946.759000000004, 1), (-4945.2070000000085, 1), (-4920.167, 1), (-4913.217000000007, 1), (-4905.11700000001, 1), (-4904.460000000003, 1), (-4878.57400000001, 1), (-4876.129000000009, 1), (-4851.766000000002, 1), (-4830.9380000000065, 1), (-4827.003000000007, 1), (-4824.443000000003, 1), (-4821.378000000001, 1), (-4821.181000000006, 1), (-4814.29100000001, 1), (-4812.431000000008, 1), (-4808.8080000000045, 1), (-4807.658000000004, 1), (-4781.3380000000025, 1), (-4768.949000000006, 1), (-4763.9839999999995, 1), (-4762.657000000007, 1), (-4740.205000000014, 1), (-4740.108, 1), (-4714.02900000001, 1), (-4708.920000000008, 1), (-4694.124000000014, 1), (-4686.089000000005, 1), (-4684.977000000007, 1), (-4668.039000000006, 1), (-4657.883000000006, 1), (-4657.5679999999975, 1), (-4648.7710000000125, 1), (-4627.371999999999, 1), (-4626.067999999999, 1), (-4609.752999999999, 1), (-4607.529999999999, 1), (-4594.535000000013, 1), (-4579.233, 1), (-4576.256000000003, 1), (-4553.044000000012, 1), (-4550.32400000001, 1), (-4538.262000000013, 1), (-4532.474, 1), (-4531.182999999999, 1), (-4510.214000000001, 1), (-4490.180999999999, 1), (-4473.196000000004, 1), (-4471.8370000000095, 1), (-4455.869999999997, 1), (-4442.969999999997, 1), (-4439.868000000012, 1), (-4434.8830000000025, 1), (-4430.434000000005, 1), (-4418.973000000004, 1), (-4390.896000000005, 1), (-4323.472000000004, 1), (-4316.558999999997, 1), (-4304.795000000003, 1), (-4242.707999999998, 1), (-4241.550000000004, 1)]","[(-6242.964000000019, 20)]"
0,4.5062941,"[(-6336.739000000002, 1), (-6322.018000000016, 1), (-6291.486999999992, 1), (-6277.295000000005, 1), (-6270.5920000000015, 1), (-6252.163000000007, 1), (-6188.348999999995, 1), (-6186.4629999999925, 1), (-6165.460999999988, 1), (-6139.517999999999, 1), (-6123.148000000011, 1), (-6093.627000000001, 1), (-6078.485000000004, 1), (-6075.166999999996, 1), (-6074.261000000013, 1), (-6047.788999999996, 1), (-6045.857999999998, 1), (-6039.521000000015, 1), (-6034.277999999996, 1), (-6003.654000000008, 1), (-5990.539999999999, 1), (-5982.662000000013, 1), (-5972.264000000005, 1), (-5960.94100000001, 1), (-5950.196999999997, 1), (-5939.304999999993, 1), (-5938.518000000014, 1), (-5932.398000000003, 1), (-5928.810000000004, 1), (-5923.54199999999, 1), (-5911.218000000014, 1), (-5909.348999999988, 1), (-5904.550999999999, 1), (-5901.931999999992, 1), (-5894.7740000000085, 1), (-5894.731000000012, 1), (-5894.547999999997, 1), (-5883.872000000006, 1), (-5878.19500000001, 1), (-5876.594999999998, 1), (-5876.537000000007, 1), (-5854.080999999988, 1), (-5844.150000000006, 1), (-5842.870000000011, 1), (-5836.678, 1), (-5823.552000000011, 1), (-5817.488000000001, 1), (-5811.2730000000065, 1), (-5806.340000000002, 1), (-5800.707999999997, 1), (-5788.180000000013, 1), (-5783.851000000008, 1), (-5780.403000000009, 1), (-5775.661999999995, 1), (-5767.307999999998, 1), (-5757.553999999994, 1), (-5755.791000000002, 1), (-5742.6790000000165, 1), (-5739.668999999999, 1), (-5738.026999999995, 1), (-5719.018000000012, 1), (-5718.452999999999, 1), (-5708.301000000003, 1), (-5693.381999999989, 1), (-5678.922000000011, 1), (-5678.047, 1), (-5676.895999999999, 1), (-5674.550000000002, 1), (-5670.364999999999, 1), (-5665.84900000003, 1), (-5665.001000000006, 1), (-5636.639000000006, 1), (-5623.49300000001, 1), (-5620.4779999999955, 1), (-5610.7070000000085, 1), (-5587.699000000006, 1), (-5574.706000000007, 1), (-5570.198000000006, 1), (-5564.737999999986, 1), (-5562.543000000002, 1), (-5536.142000000003, 1), (-5512.235000000011, 1), (-5500.346000000018, 1), (-5477.794999999998, 1), (-5470.996000000012, 1), (-5469.919000000009, 1), (-5469.825999999998, 1), (-5465.5339999999915, 1), (-5444.3270000000075, 1), (-5417.967000000021, 1), (-5411.262000000015, 1), (-5332.1029999999955, 1), (-5320.009000000021, 1), (-5294.251000000004, 1), (-5235.40800000001, 1), (-5173.465000000005, 1), (-5132.472000000013, 1), (-5069.4929999999895, 1), (-5008.236000000001, 1), (-4972.2900000000045, 1)]","[(-6919.329999999998, 20)]"
0,21.6369848,"[(-4840.308999999992, 1), (-4742.840999999991, 1), (-4700.529999999998, 1), (-4633.146999999998, 1), (-4611.596999999997, 1), (-4583.722999999998, 1), (-4578.422999999993, 1), (-4575.574999999993, 1), (-4570.858999999997, 1), (-4544.526999999992, 1), (-4543.044000000004, 1), (-4536.884000000001, 1), (-4517.005999999995, 1), (-4498.649999999993, 1), (-4457.892000000003, 1), (-4437.6639999999925, 1), (-4395.008000000001, 1), (-4393.400999999992, 1), (-4387.968000000001, 1), (-4387.132999999994, 1), (-4379.287999999995, 1), (-4378.851000000001, 1), (-4364.4569999999985, 1), (-4360.663999999999, 1), (-4356.700999999997, 1), (-4329.342000000001, 1), (-4321.084999999993, 1), (-4304.695000000003, 1), (-4302.234000000002, 1), (-4293.780999999999, 1), (-4289.793999999994, 1), (-4284.784999999999, 1), (-4275.248000000006, 1), (-4252.859999999992, 1), (-4252.178000000003, 1), (-4251.018000000002, 1), (-4249.236999999997, 1), (-4247.281000000004, 1), (-4247.167000000005, 1), (-4244.350999999993, 1), (-4234.501999999991, 1), (-4231.5139999999965, 1), (-4216.416000000005, 1), (-4214.988999999997, 1), (-4208.197000000001, 1), (-4198.276000000002, 1), (-4196.101999999997, 1), (-4195.607999999998, 1), (-4190.814000000004, 1), (-4190.276000000001, 1), (-4188.726000000007, 1), (-4187.388000000003, 1), (-4170.764000000005, 1), (-4169.051999999993, 1), (-4166.090999999996, 1), (-4159.582000000001, 1), (-4139.065999999995, 1), (-4133.564999999999, 1), (-4129.387999999999, 1), (-4128.852999999999, 1), (-4102.416000000002, 1), (-4102.068000000001, 1), (-4090.348, 1), (-4086.2379999999994, 1), (-4081.0529999999967, 1), (-4078.187000000002, 1), (-4036.1620000000003, 1), (-4029.2779999999966, 1), (-4023.433000000003, 1), (-4020.289999999998, 1), (-4019.881999999996, 1), (-4014.4809999999984, 1), (-4014.255000000003, 1), (-4011.0000000000027, 1), (-4000.343000000003, 1), (-3999.777999999994, 1), (-3991.4379999999946, 1), (-3990.090999999995, 1), (-3989.150000000006, 1), (-3961.8240000000023, 1), (-3958.5070000000014, 1), (-3925.657000000002, 1), (-3915.951999999997, 1), (-3914.168, 1), (-3909.9429999999984, 1), (-3904.128000000002, 1), (-3813.937999999997, 1), (-3811.629, 1), (-3809.4389999999994, 1), (-3706.9779999999955, 1), (-3703.3819999999996, 1), (-3673.5700000000047, 1), (-3657.2299999999987, 1), (-3636.1890000000026, 1), (-3621.294000000005, 1), (-3614.5359999999982, 1), (-3610.332000000008, 1), (-3588.2349999999956, 1), (-3376.877000000006, 1), (-3318.4229999999993, 1)]","[(-5591.379000000013, 19), (-5583.555000000007, 1)]"
0,5.7305942,"[(-5581.879000000002, 1), (-5465.138000000009, 1), (-5440.910000000014, 1), (-5422.671000000016, 1), (-5359.846000000004, 1), (-5349.126000000006, 1), (-5311.65000000001, 1), (-5310.217000000013, 1), (-5295.356000000006, 1), (-5288.792000000002, 1), (-5278.756000000005, 1), (-5270.832, 1), (-5222.984000000007, 1), (-5205.562000000007, 1), (-5202.789000000012, 1), (-5187.846000000006, 1), (-5186.97600000001, 1), (-5173.793000000011, 1), (-5159.049999999999, 1), (-5148.836000000004, 1), (-5140.917000000006, 1), (-5137.641000000015, 1), (-5129.57800000001, 1), (-5128.704000000005, 1), (-5122.307999999996, 1), (-5110.292000000001, 1), (-5101.800000000013, 1), (-5096.572000000004, 1), (-5081.727999999999, 1), (-5054.0440000000135, 1), (-5053.74000000001, 1), (-5042.927000000007, 1), (-5039.836000000006, 1), (-5037.392000000007, 1), (-5031.90000000001, 1), (-5025.873999999993, 1), (-5019.089999999997, 1), (-5018.1430000000055, 1), (-5017.11000000001, 1), (-5011.9070000000165, 1), (-5006.235000000007, 1), (-5001.262000000007, 1), (-4991.805000000014, 1), (-4990.216999999998, 1), (-4981.192000000002, 1), (-4975.469000000006, 1), (-4971.796000000007, 1), (-4967.395000000006, 1), (-4955.434000000008, 1), (-4950.715000000007, 1), (-4949.447999999999, 1), (-4949.444999999996, 1), (-4945.4600000000055, 1), (-4938.801000000005, 1), (-4936.469999999998, 1), (-4931.546000000011, 1), (-4920.943000000009, 1), (-4909.187000000002, 1), (-4906.79800000001, 1), (-4888.254000000003, 1), (-4882.54300000001, 1), (-4865.346000000006, 1), (-4854.7440000000115, 1), (-4852.994000000002, 1), (-4850.020999999995, 1), (-4848.6880000000065, 1), (-4842.57400000001, 1), (-4835.352000000006, 1), (-4830.127000000013, 1), (-4827.184000000004, 1), (-4809.881000000008, 1), (-4786.622000000002, 1), (-4773.75500000001, 1), (-4772.285000000006, 1), (-4764.068000000005, 1), (-4747.893000000002, 1), (-4743.195000000018, 1), (-4727.414000000004, 1), (-4680.461999999992, 1), (-4663.724000000012, 1), (-4626.020000000005, 1), (-4611.861000000005, 1), (-4583.193000000016, 1), (-4578.171999999992, 1), (-4548.821000000014, 1), (-4541.551000000009, 1), (-4515.171000000018, 1), (-4514.926000000003, 1), (-4511.488000000007, 1), (-4498.808000000003, 1), (-4463.220999999998, 1), (-4462.781999999999, 1), (-4448.017000000003, 1), (-4419.976000000001, 1), (-4387.933000000004, 1), (-4275.843000000007, 1), (-4186.461, 1), (-4146.968000000006, 1), (-3913.9919999999956, 1), (-3821.7499999999995, 1)]","[(-6242.964000000019, 20)]"
